run_id,scenario,status,start_time,end_time,duration_seconds,requested_instances,deployment_id,recovery_id,healthy_count,unhealthy_count,notes
test1,base_deploy_1,success,2026-04-11T10:46:26-04:00,2026-04-11T10:46:59-04:00,33,1,dep-20260411144626-c1ef8e07,,0,1,base deployment to 1 instance
run20260411-115207-1,base_deploy_1,success,2026-04-11T11:52:07-04:00,2026-04-11T11:52:55-04:00,48,1,dep-20260411155207-13e73f9e,,0,1,base deployment to 1 instance
run20260411-115255-1,scale_up_5,success,2026-04-11T11:52:55-04:00,2026-04-11T11:53:58-04:00,63,5,dep-20260411155255-9626418a,,0,5,scaled up to 5
run20260411-115358-1,scale_down_1,success,2026-04-11T11:53:58-04:00,2026-04-11T11:55:03-04:00,65,1,dep-20260411155358-80fc8da1,,0,1,scaled down to 1
run20260411-120111-1,base_deploy_1,success,2026-04-11T12:01:11-04:00,2026-04-11T12:01:54-04:00,43,1,dep-20260411160111-7e0f88c9,,0,1,base deployment to 1 instance
run20260411-120154-1,scale_up_5,success,2026-04-11T12:01:54-04:00,2026-04-11T12:02:58-04:00,64,5,dep-20260411160154-c914b34b,,0,5,scaled up to 5
run20260411-120258-1,scale_down_1,success,2026-04-11T12:02:58-04:00,2026-04-11T12:04:00-04:00,62,1,dep-20260411160258-322b341b,,0,1,scaled down to 1
run20260411-120400-1,kill_and_recover_app3,failed,2026-04-11T12:04:00-04:00,2026-04-11T12:05:06-04:00,66,5,dep-20260411160400-c71e3f9f,rec-20260411160503-fb1afe95,0,5,killed app3 and recovered
run20260411-120537-1,base_deploy_1,success,2026-04-11T12:05:37-04:00,2026-04-11T12:06:55-04:00,78,1,dep-20260411160537-3d2a8338,,0,1,base deployment to 1 instance
run20260411-120655-1,scale_up_5,success,2026-04-11T12:06:56-04:00,2026-04-11T12:08:15-04:00,79,5,dep-20260411160656-11a0cd3e,,0,5,scaled up to 5
run20260411-120815-1,scale_down_1,success,2026-04-11T12:08:15-04:00,2026-04-11T12:09:10-04:00,55,1,dep-20260411160815-4ff821c2,,0,1,scaled down to 1
run20260411-120910-1,kill_and_recover_app3,failed,2026-04-11T12:09:10-04:00,2026-04-11T12:10:21-04:00,71,5,dep-20260411160910-ef67a7fa,rec-20260411161018-8724e959,0,5,killed app3 and recovered
run20260411-121021-2,base_deploy_1,success,2026-04-11T12:10:21-04:00,2026-04-11T12:11:45-04:00,84,1,dep-20260411161021-4c98997b,,0,1,base deployment to 1 instance
run20260411-121145-2,scale_up_5,success,2026-04-11T12:11:45-04:00,2026-04-11T12:13:03-04:00,78,5,dep-20260411161145-79a64c89,,0,5,scaled up to 5
run20260411-121303-2,scale_down_1,success,2026-04-11T12:13:03-04:00,2026-04-11T12:13:59-04:00,56,1,dep-20260411161303-ae1d9e1a,,0,1,scaled down to 1
run20260411-121359-2,kill_and_recover_app3,failed,2026-04-11T12:13:59-04:00,2026-04-11T12:14:56-04:00,57,5,dep-20260411161359-2b5816cc,rec-20260411161454-2aea8cd0,0,5,killed app3 and recovered
run20260411-121456-3,base_deploy_1,success,2026-04-11T12:14:56-04:00,2026-04-11T12:15:59-04:00,63,1,dep-20260411161456-2c47399d,,0,1,base deployment to 1 instance
run20260411-121559-3,scale_up_5,success,2026-04-11T12:15:59-04:00,2026-04-11T12:17:04-04:00,65,5,dep-20260411161559-ce9edf5d,,0,5,scaled up to 5
run20260411-121704-3,scale_down_1,success,2026-04-11T12:17:04-04:00,2026-04-11T12:17:58-04:00,54,1,dep-20260411161704-73e85f29,,0,1,scaled down to 1
run20260411-121758-3,kill_and_recover_app3,failed,2026-04-11T12:17:58-04:00,2026-04-11T12:19:09-04:00,71,5,dep-20260411161758-38882362,rec-20260411161906-da516768,0,5,killed app3 and recovered
run20260411-125014-1,base_deploy_1,success,2026-04-11T12:50:14-04:00,2026-04-11T12:51:31-04:00,77,1,dep-20260411165014-a31d48eb,,0,1,base deployment to 1 instance
run20260411-125131-1,scale_up_5,success,2026-04-11T12:51:31-04:00,2026-04-11T12:52:55-04:00,84,5,dep-20260411165131-32c8849e,,0,5,scaled up to 5
run20260411-125255-1,scale_down_1,success,2026-04-11T12:52:55-04:00,2026-04-11T12:53:44-04:00,49,1,dep-20260411165255-5ef9bb86,,0,1,scaled down to 1
run20260411-125344-1,kill_and_recover_app3,failed,2026-04-11T12:53:44-04:00,2026-04-11T12:54:55-04:00,71,5,dep-20260411165344-79ae2ff1,rec-20260411165453-ee6e44fc,0,5,killed app3 and recovered
run20260411-125455-2,base_deploy_1,success,2026-04-11T12:54:56-04:00,2026-04-11T12:56:25-04:00,89,1,dep-20260411165456-8f770c5d,,0,1,base deployment to 1 instance
run20260411-125625-2,scale_up_5,success,2026-04-11T12:56:25-04:00,2026-04-11T12:58:53-04:00,148,5,dep-20260411165625-2e47adff,,0,5,scaled up to 5
run20260411-125853-2,scale_down_1,success,2026-04-11T12:58:53-04:00,2026-04-11T13:00:00-04:00,67,1,dep-20260411165854-ffe7f625,,0,1,scaled down to 1
run20260411-130000-2,kill_and_recover_app3,failed,2026-04-11T13:00:00-04:00,2026-04-11T13:01:09-04:00,69,5,dep-20260411170000-e9a0fff3,rec-20260411170107-6de5bea1,0,5,killed app3 and recovered
run20260411-130109-3,base_deploy_1,success,2026-04-11T13:01:09-04:00,2026-04-11T13:02:16-04:00,67,1,dep-20260411170109-390dd09a,,0,1,base deployment to 1 instance
run20260411-130216-3,scale_up_5,success,2026-04-11T13:02:17-04:00,2026-04-11T13:03:32-04:00,75,5,dep-20260411170217-56652e17,,0,5,scaled up to 5
run20260411-130332-3,scale_down_1,success,2026-04-11T13:03:32-04:00,2026-04-11T13:04:33-04:00,61,1,dep-20260411170332-1f0d3e19,,0,1,scaled down to 1
run20260411-130433-3,kill_and_recover_app3,failed,2026-04-11T13:04:33-04:00,2026-04-11T13:05:48-04:00,75,5,dep-20260411170433-5c61c91f,rec-20260411170546-ffb6b2ab,0,5,killed app3 and recovered
run20260411-130548-4,base_deploy_1,success,2026-04-11T13:05:48-04:00,2026-04-11T13:07:05-04:00,77,1,dep-20260411170548-9d0be13f,,0,1,base deployment to 1 instance
run20260411-130705-4,scale_up_5,success,2026-04-11T13:07:05-04:00,2026-04-11T13:08:55-04:00,110,5,dep-20260411170706-39530e55,,0,5,scaled up to 5
run20260411-130855-4,scale_down_1,success,2026-04-11T13:08:56-04:00,2026-04-11T13:10:11-04:00,75,1,dep-20260411170856-f0bf7b20,,0,1,scaled down to 1
run20260411-131011-4,kill_and_recover_app3,failed,2026-04-11T13:10:11-04:00,2026-04-11T13:11:13-04:00,62,5,dep-20260411171011-b4319bd7,rec-20260411171110-139292a7,0,5,killed app3 and recovered
run20260411-131113-5,base_deploy_1,success,2026-04-11T13:11:13-04:00,2026-04-11T13:12:18-04:00,65,1,dep-20260411171113-febf0667,,0,1,base deployment to 1 instance
run20260411-131218-5,scale_up_5,success,2026-04-11T13:12:18-04:00,2026-04-11T13:13:10-04:00,52,5,dep-20260411171218-97bec1ac,,0,5,scaled up to 5
run20260411-131310-5,scale_down_1,success,2026-04-11T13:13:10-04:00,2026-04-11T13:14:04-04:00,54,1,dep-20260411171310-b93b87e0,,0,1,scaled down to 1
run20260411-131404-5,kill_and_recover_app3,failed,2026-04-11T13:14:05-04:00,2026-04-11T13:15:16-04:00,71,5,dep-20260411171405-12a93103,rec-20260411171514-62de5baa,0,5,killed app3 and recovered
run20260411-131516-6,base_deploy_1,success,2026-04-11T13:15:16-04:00,2026-04-11T13:16:20-04:00,64,1,dep-20260411171516-429acac4,,0,1,base deployment to 1 instance
run20260411-131620-6,scale_up_5,success,2026-04-11T13:16:20-04:00,2026-04-11T13:17:15-04:00,55,5,dep-20260411171620-cd1cd06e,,0,5,scaled up to 5
run20260411-131715-6,scale_down_1,success,2026-04-11T13:17:15-04:00,2026-04-11T13:18:16-04:00,61,1,dep-20260411171715-27be63e7,,0,1,scaled down to 1
run20260411-131816-6,kill_and_recover_app3,failed,2026-04-11T13:18:16-04:00,2026-04-11T13:19:23-04:00,67,5,dep-20260411171816-22026f5a,rec-20260411171921-2e60dc28,0,5,killed app3 and recovered
run20260411-131923-7,base_deploy_1,success,2026-04-11T13:19:23-04:00,2026-04-11T13:20:19-04:00,56,1,dep-20260411171923-84738a27,,0,1,base deployment to 1 instance
run20260411-132019-7,scale_up_5,success,2026-04-11T13:20:19-04:00,2026-04-11T13:21:15-04:00,56,5,dep-20260411172019-566c4c8c,,0,5,scaled up to 5
run20260411-132115-7,scale_down_1,success,2026-04-11T13:21:16-04:00,2026-04-11T13:22:10-04:00,54,1,dep-20260411172116-4b846755,,0,1,scaled down to 1
run20260411-132210-7,kill_and_recover_app3,failed,2026-04-11T13:22:10-04:00,2026-04-11T13:23:07-04:00,57,5,dep-20260411172210-ca27ca9b,rec-20260411172305-5b8357c5,0,5,killed app3 and recovered
run20260411-132307-8,base_deploy_1,success,2026-04-11T13:23:07-04:00,2026-04-11T13:24:09-04:00,62,1,dep-20260411172307-3281ede1,,0,1,base deployment to 1 instance
run20260411-132409-8,scale_up_5,success,2026-04-11T13:24:09-04:00,2026-04-11T13:25:03-04:00,54,5,dep-20260411172409-173ff1bc,,0,5,scaled up to 5
run20260411-132503-8,scale_down_1,success,2026-04-11T13:25:03-04:00,2026-04-11T13:25:56-04:00,53,1,dep-20260411172503-b004e183,,0,1,scaled down to 1
run20260411-132556-8,kill_and_recover_app3,failed,2026-04-11T13:25:56-04:00,2026-04-11T13:26:46-04:00,50,5,dep-20260411172556-58522ffb,rec-20260411172644-ff13c911,0,5,killed app3 and recovered
run20260411-132646-9,base_deploy_1,success,2026-04-11T13:26:46-04:00,2026-04-11T13:27:32-04:00,46,1,dep-20260411172646-b7e443d3,,0,1,base deployment to 1 instance
run20260411-132732-9,scale_up_5,success,2026-04-11T13:27:32-04:00,2026-04-11T13:28:16-04:00,44,5,dep-20260411172732-d853631b,,0,5,scaled up to 5
run20260411-132816-9,scale_down_1,success,2026-04-11T13:28:16-04:00,2026-04-11T13:28:59-04:00,43,1,dep-20260411172816-a831c52f,,0,1,scaled down to 1
run20260411-132859-9,kill_and_recover_app3,failed,2026-04-11T13:28:59-04:00,2026-04-11T13:29:46-04:00,47,5,dep-20260411172859-fabba73e,rec-20260411172944-ac214a8c,0,5,killed app3 and recovered
run20260411-132946-10,base_deploy_1,success,2026-04-11T13:29:46-04:00,2026-04-11T13:30:31-04:00,45,1,dep-20260411172946-918d20d4,,0,1,base deployment to 1 instance
run20260411-133031-10,scale_up_5,success,2026-04-11T13:30:31-04:00,2026-04-11T13:31:14-04:00,43,5,dep-20260411173031-9858ea47,,0,5,scaled up to 5
run20260411-133114-10,scale_down_1,success,2026-04-11T13:31:14-04:00,2026-04-11T13:31:57-04:00,43,1,dep-20260411173114-c0309df0,,0,1,scaled down to 1
run20260411-133157-10,kill_and_recover_app3,failed,2026-04-11T13:31:57-04:00,2026-04-11T13:32:40-04:00,43,5,dep-20260411173157-d7674e47,rec-20260411173238-a40a4b4b,0,5,killed app3 and recovered
run20260411-133240-11,base_deploy_1,success,2026-04-11T13:32:40-04:00,2026-04-11T13:33:26-04:00,46,1,dep-20260411173240-3ddd4e29,,0,1,base deployment to 1 instance
run20260411-133326-11,scale_up_5,success,2026-04-11T13:33:26-04:00,2026-04-11T13:34:10-04:00,44,5,dep-20260411173326-7abe00a4,,0,5,scaled up to 5
